water_pay,respondent,research_asst_name,water_used_season,_bamboo_dataset_id,_deleted_at,water_point_condition,_xform_id_string,other_point_1km,_attachments,communities_villages,end,animal_number,water_point_id,start,water_connected,water_manager_name,_status,enum_id_1,water_lift_mechanism,districts_divisions,_uuid,grid,date,formhub/uuid,road_available,water_functioning,_submission_time,signal,water_source_type,_geolocation,water_point_image,water_point_geocode,deviceid,locations_wards,water_manager,water_developer,_id,animal_point,water_mechanism_plate,water_lift_mechanism_type,road_type,water_mechanism_plate_units,water_mechanism_plate_no,water_not_functioning,water_source_type_other,simserial,subscriberid
no,community,HARUNA M,wet_season,,,functioning,_08_Water_points_CV,no,['north_ghana/attachments/1352465742252.jpg'],Dibisi,2012-11-12T11:55:42.487Z,10_to_50,XXX,2012-11-09T12:54:27.210Z,no,XXX,submitted_via_web,5,no,northern,d66c63d907b0416dadad6b388eb7fb69,grid_further_500_m,2012-11-09 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:53:54,high,protected_well,"['10.3759959', '-1.04821877']",1352465742252.jpg,10.3759959 -1.04821877 155.1999969482422 5.0,355047040123780,west_mamprusi,community,na_dn,382019,yes,,,gravel,,,,,,
no,local_authority community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1352530315994.jpg'],Alavanyo,2012-11-10T06:54:09.571Z,,Xxx,2012-11-10T06:50:20.196Z,no,Moses,submitted_via_web,5,yes,northern,ba133aa6fdb547edb5d7152a271aea11,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:54:07,high,borehole,"['10.00044039', '-0.98178896']",1352530315994.jpg,10.00044039 -0.98178896 148.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,382021,na_dn,no,hand_pump,,,,kiosk_broken,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352530533118.jpg'],Alavanyo,2012-11-10T06:57:04.187Z,50_to_500,Xxx,2012-11-10T06:54:36.045Z,no,Moses,submitted_via_web,5,yes,northern,e4a8c03bcd804a288b074ab8170bf083,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:12,high,protected_well,"['10.00076228', '-0.98242875']",1352530533118.jpg,10.00076228 -0.98242875 142.5 5.0,355047040123780,west_mamprusi,community,community,382022,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,no,['north_ghana/attachments/1352531030923.jpg'],Alavanyo,2012-11-10T07:05:07.026Z,more_500,Xxx,2012-11-10T06:57:25.708Z,no,Moses,submitted_via_web,5,yes,northern,d542d9d67e5f4d6f94e915a3f5e64692,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:18,high,dam_dugout,"['9.99999604', '-0.98742942']",1352531030923.jpg,9.99999604 -0.98742942 139.10000610351563 5.0,355047040123780,west_mamprusi,community,community,382023,yes,no,manual_power,,,,,,,
no,local_authority community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1352538658391.jpg'],Zangu-Vuga,2012-11-10T09:12:46.778Z,more_500,Xxx,2012-11-10T09:09:51.350Z,no,Naaba,submitted_via_web,5,yes,northern,52bfe988fb274eb8af1ca3e8520df797,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:23,high,protected_well,"['10.37494931', '-0.86087665']",1352538658391.jpg,10.37494931 -0.86087665 193.60000610351563 5.0,355047040123780,west_mamprusi,community,local_autority,382024,yes,no,manual_power,,,,,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352538816908.jpg'],Zangu-Vuga,2012-11-10T09:14:51.991Z,more_500,Xxx,2012-11-10T09:12:53.000Z,no,Naaba,submitted_via_web,5,yes,northern,f106614bb18347acb7b0dc5454d33ad8,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:31,high,protected_well,"['10.37481758', '-0.86102912']",1352538816908.jpg,10.37481758 -0.86102912 201.8000030517578 5.0,355047040123780,west_mamprusi,community,community,382025,yes,no,manual_power,,,,,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352539007053.jpg'],Zangu-Vuga,2012-11-10T09:17:46.940Z,more_500,Xxx,2012-11-10T09:15:00.544Z,no,Naaba,submitted_via_web,5,yes,northern,1acf9bc79a1c4da2b1452f588de926a8,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:39,high,protected_well,"['10.37458247', '-0.86148594']",1352539007053.jpg,10.37458247 -0.86148594 196.0 5.0,355047040123780,west_mamprusi,community,community,382026,yes,no,manual_power,,,,,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352539113408.jpg'],Zangu-Vuga,2012-11-10T09:19:57.841Z,more_500,Xxx,2012-11-10T09:17:55.051Z,no,Naaba,submitted_via_web,5,yes,northern,abc1459d37b340bd9d61c1e04046c2e1,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:46,high,protected_well,"['10.37442417', '-0.86170347']",1352539113408.jpg,10.37442417 -0.86170347 197.60000610351563 5.0,355047040123780,west_mamprusi,community,community,382027,yes,na_dn,manual_power,,,,,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352539274923.jpg'],Zangu-Vuga,2012-11-10T09:22:26.962Z,more_500,Xxx,2012-11-10T09:20:03.863Z,no,Naaba,submitted_via_web,5,yes,northern,eff12ed3523849eaabe5114bccc04681,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:54:54,high,protected_well,"['10.37423459', '-0.86186339']",1352539274923.jpg,10.37423459 -0.86186339 197.8000030517578 5.0,355047040123780,west_mamprusi,community,community,382028,yes,no,manual_power,,,,,,,
no,local_authority community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,no,['north_ghana/attachments/1352539552937.jpg'],Zangu-Vuga,2012-11-10T09:27:31.973Z,,Xxx,2012-11-10T09:22:57.117Z,no,Naaba,submitted_via_web,5,yes,northern,1bcc64cd89194852bd6378ef73982e73,grid_within_500_m,2012-11-10 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:54:59,high,borehole,"['10.37357422', '-0.8606231']",1352539552937.jpg,10.37357422 -0.8606231 200.0 5.0,355047040123780,west_mamprusi,community,state_government,382029,no,no,hand_pump,,,,lift_broken kiosk_broken,,,
no,community,A A SANDAH,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1352112399900.jpg'],Zua,2012-11-05T10:49:44.078Z,,Xxx,2012-11-05T10:36:41.868Z,no,MUSAH,submitted_via_web,3,no,northern,f46eda21b5c046f988658b93a8921cc3,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 08:04:31,low,unprotected_well,"['10.30615557', '-1.01352541']",1352112399900.jpg,10.30615557 -1.01352541 167.6999969482422 5.0,355047040123780,west_mamprusi,community,community,382030,no,,,,,,under_construction,,,
no,community,HARUNA M,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1352112776329.jpg'],Zua,2012-11-05T10:55:27.752Z,,Xxx,2012-11-05T10:49:50.514Z,no,MUSAH,submitted_via_web,3,no,northern,7f80a5f9142946a4ab414badabc7153e,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 08:04:35,low,unprotected_well,"['10.30636346', '-1.01421571']",1352112776329.jpg,10.30636346 -1.01421571 149.3000030517578 5.0,355047040123780,west_mamprusi,individual,individual,382031,no,,,,,,water_source_dry,,,
no,community,HARUNA M,wet_season,,,under_construction,_08_Water_points_CV,yes,['north_ghana/attachments/1352113055409.jpg'],Zua,2012-11-05T10:59:41.497Z,,Xxx,2012-11-05T10:55:44.713Z,no,SUMAILA,submitted_via_web,3,no,northern,e057eec85997405eb0e15c111763b4ae,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 08:04:45,low,unprotected_well,"['10.30684638', '-1.0134349']",1352113055409.jpg,10.30684638 -1.0134349 152.39999389648438 5.0,355047040123780,west_mamprusi,individual,individual,382032,no,,,,,,,,,
no,community,HARUNA M,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352113324459.jpg'],Zua,2012-11-05T11:03:49.331Z,,Xxx,2012-11-05T11:01:06.367Z,no,ABLAI,submitted_via_web,3,no,northern,7126ef519aea46b2b2dfa49d2596abf3,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 08:04:52,low,protected_well,"['10.30650086', '-1.01317221']",1352113324459.jpg,10.30650086 -1.01317221 151.1999969482422 5.0,355047040123780,west_mamprusi,individual,individual,382033,no,,,,,,,,,
no,community,Salifu Baba A.,dry_season,,,newly_constructed,_08_Water_points_CV,yes,['north_ghana/attachments/1352209381546.jpg'],Abanyeri,2012-11-03T12:02:52.793Z,50_to_500,123456899,2012-11-06T13:28:48.161Z,no,Ed,submitted_via_web,17,yes,upper_east,e980497adb7341328ab909081b49213e,grid_within_500_m,2012-11-06 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:21:22,low,borehole,"['10.73150699', '-1.2906501']",1352208724466.jpg,10.73150699 -1.2906501 205.89999389648438 5.0,355047040123269,builsa,community,local_autority,391735,yes,yes,hand_pump,gravel,kw,0.0,,,,
no,community,Salifu Baba A ,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351943511323.jpg'],Chondema,2012-11-03T12:13:55.721Z,more_500,XXX,2012-11-03T11:45:28.553Z,no,Achoma Adobirimyeri,submitted_via_web,14,yes,upper_east,58e71b49a25f4366b51518275dc98964,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:21:41,low,borehole,"['10.77849962', '-1.15740154']",1351943511323.jpg,10.77849962 -1.15740154 206.1999969482422 5.0,355047040123269,builsa,community,international,391737,yes,na_dn,hand_pump,gravel,,,,,,
no,community,Salifu Baba A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351945781167.jpg'],Chondema,2012-11-03T12:35:14.753Z,more_500,XXX,2012-11-03T12:26:51.845Z,no,Ac,submitted_via_web,14,yes,upper_east,455a7d72ba714caa986edf168f661e36,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:22:14,low,borehole,"['10.77845236', '-1.15036349']",1351945781167.jpg,10.77845236 -1.15036349 201.39999389648438 5.0,355047040123269,builsa,community,local_autority,391738,yes,na_dn,hand_pump,,,,,,,
no,community,Salifu Baba A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351947277232.jpg'],Chondema,2012-11-03T13:00:51.434Z,more_500,XXX,2012-11-03T12:52:38.386Z,no,John Akandesom A,submitted_via_web,14,yes,upper_east,1eb19975c5ec498aa5066c8fafb07cd6,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:22:34,low,borehole,"['10.77396697', '-1.15780126']",1351947277232.jpg,10.77396697 -1.15780126 194.60000610351563 5.0,355047040123269,builsa,community,local_autority,391739,yes,na_dn,hand_pump,gravel,,,,,,
no,community,Sa,na_dn,,,functioning,_08_Water_points_CV,no,['north_ghana/attachments/1351948296134.jpg'],Chondema,2012-11-03T13:22:00.693Z,more_500,XXX,2012-11-03T13:09:41.020Z,no,Adaaminyiini Atampoya,submitted_via_web,14,yes,upper_east,d9308ccf041b413d87c055d734aa1351,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:22:57,low,borehole,"['10.78160251', '-1.16677747']",1351948296134.jpg,10.78160251 -1.16677747 204.8000030517578 5.0,355047040123269,builsa,community,local_autority,391740,yes,na_dn,hand_pump,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351951092689.jpg'],Jaata,2012-11-03T14:02:38.571Z,50_to_500,XXX,2012-11-03T13:55:59.981Z,no,Azongbili Agebasi,submitted_via_web,14,yes,upper_east,385515a33d2847249e60609b6c7ee49b,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:23:14,low,borehole,"['10.78530127', '-1.18149487']",1351951092689.jpg,10.78530127 -1.18149487 226.60000610351563 5.0,355047040123269,builsa,community,local_autority,391741,yes,na_dn,hand_pump,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351952842294.jpg'],Jaata,2012-11-03T14:36:50.793Z,50_to_500,XXX,2012-11-03T14:25:52.417Z,na_dn,Joseph Akakow,submitted_via_web,14,yes,upper_east,80aa502176054ed589fb91b0a083cabd,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:23:48,low,protected_well,"['10.78549038', '-1.18676981']",1351952842294.jpg,10.78549038 -1.18676981 227.5 5.0,355047040123269,builsa,community,local_autority,391742,yes,na_dn,animal_power,,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351954393203.jpg'],Jaata,2012-11-03T15:05:50.298Z,,XXX,2012-11-03T14:49:35.301Z,no,Abugulu Ayaakoba,submitted_via_web,14,yes,upper_east,f4dde56ed29d4801878609891456b1de,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:24:05,low,protected_well,"['10.79279148', '-1.18524865']",1351954393203.jpg,10.79279148 -1.18524865 218.3000030517578 5.0,355047040123269,builsa,private,private,391743,no,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351955658828.jpg'],Jaata,2012-11-03T15:26:46.111Z,10_to_50,XXX,2012-11-03T15:12:58.988Z,no,Awablie Ayiink,submitted_via_web,14,yes,upper_east,47083a42a97444f998d8e86dd4908c7f,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:24:20,low,protected_well,"['10.79714476', '-1.18482983']",1351955658828.jpg,10.79714476 -1.18482983 230.0 5.0,355047040123269,builsa,individual,individual,391744,yes,no,manual_power,gravel,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352025677302.jpg'],Jaata,2012-11-04T11:07:40.486Z,50_to_500,XXX,2012-11-04T10:39:56.704Z,no,Apupaaylimtoa Akanbang,submitted_via_web,14,yes,upper_east,c7757359308c4fc39dc14f230ebccf03,grid_further_500_m,2012-11-04 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:24:41,low,borehole,"['10.79892808', '-1.18388551']",1352025677302.jpg,10.79892808 -1.18388551 238.89999389648438 5.0,355047040123269,builsa,community,local_autority,391745,yes,no,hand_pump,dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352027737934.jpg'],Jaata,2012-11-25T11:20:25.179Z,more_500,XXX,2012-11-04T11:13:07.222Z,no,Solomon Akanbang,submitted_via_web,14,no,upper_east,e82305c90775403ab41256addcd679d4,grid_further_500_m,2012-11-04 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:25:02,low,protected_well,"['10.79937639', '-1.18165826']",1352027737934.jpg,10.79937639 -1.18165826 232.8000030517578 5.0,355047040123269,builsa,community,private,391746,yes,,,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352028409574.jpg'],Jaata,2012-11-04T11:32:54.078Z,50_to_500,XXX,2012-11-04T11:24:33.482Z,no,Amoabili Akanjeba,submitted_via_web,14,yes,upper_east,797a7ede9406424f8037c2869e560f0f,grid_further_500_m,2012-11-04 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:25:29,low,protected_well,"['10.79842328', '-1.18252389']",1352028409574.jpg,10.79842328 -1.18252389 228.60000610351563 5.0,355047040123269,builsa,community,private,391747,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352029288485.jpg'],Jaata,2012-11-04T11:47:00.304Z,50_to_500,XXX,2012-11-04T11:40:21.076Z,no,Afeko Akanyaalibiom,submitted_via_web,14,yes,upper_east,e200bb195bec4ac29824277c50f64a76,grid_further_500_m,2012-11-04 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:25:59,low,borehole,"['10.79605768', '-1.18076763']",1352029288485.jpg,10.79605768 -1.18076763 245.39999389648438 5.0,355047040123269,builsa,community,private,391748,yes,no,hand_pump,gravel,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352031520535.jpg'],Nawaasa,2012-11-04T12:34:51.607Z,more_500,XXX,2012-11-04T12:16:54.716Z,no,Baba Akangaamunamka,submitted_via_web,14,yes,upper_east,102fe902958d4de28715a1fb641bc0ac,grid_further_500_m,2012-11-04 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:26:19,low,borehole,"['10.80473974', '-1.17118337']",1352031520535.jpg,10.80473974 -1.17118337 222.3000030517578 5.0,355047040123269,builsa,community,community,391751,yes,no,hand_pump,dirt,,,,,,
no,community,Salifu Baba A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352097625493.jpg'],Nawaasa,2012-11-07T04:05:32.704Z,more_500,XXX,2012-11-05T06:37:08.730Z,no,Samuel Ateng,submitted_via_web,14,yes,upper_east,81a593f9f27643fd878783a81d330140,grid_within_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:26:42,low,borehole,"['10.81144087', '-1.16766868']",1352097625493.jpg,10.81144087 -1.16766868 211.3000030517578 5.0,355047040123269,builsa,community,local_autority,391752,yes,no,hand_pump,dirt,,,,,,
no,community,Salifu Baba A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352099183219.jpg'],Nawaasa,2012-11-07T04:04:17.491Z,more_500,XXX,2012-11-05T07:04:49.895Z,no,Peter Atiimbisa A,submitted_via_web,14,yes,upper_east,d39ed636f7af4c8d9d1b1fa4bdb5f354,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:27:00,low,borehole,"['10.81557442', '-1.1551746']",1352099183219.jpg,10.81557442 -1.1551746 205.1999969482422 5.0,355047040123269,builsa,community,local_autority,391753,yes,no,hand_pump,dirt,,,,,,
no,community,Salifu Baba A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352101452759.jpg'],Nawaasa,2012-11-07T04:02:22.458Z,more_500,XXX,2012-11-05T07:42:04.309Z,no,Alapulumsa Ayuepaadu,submitted_via_web,14,yes,upper_east,b846e39086754239a0829bfa434601aa,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,na_dn,2012-11-25 06:27:28,low,borehole,"['10.81795746', '-1.16784696']",1352101452759.jpg,10.81795746 -1.16784696 215.5 5.0,355047040123269,builsa,community,international,391754,yes,na_dn,hand_pump,dirt,,,,,,
no,community,Salifu Baba  A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352103135904.jpg'],Nawaasa,2012-11-07T04:01:22.895Z,more_500,H10452,2012-11-05T08:10:37.716Z,no,Baba Awenbiok,submitted_via_web,14,yes,upper_east,9248892d7ef642e1ba9e7a567afd43f6,grid_further_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:27:52,high,borehole,"['10.82470279', '-1.1634047']",1352103135904.jpg,10.82470279 -1.1634047 211.60000610351563 5.0,355047040123269,builsa,community,community,391757,yes,na_dn,hand_pump,dirt,,,,,,
no,community,Salifu  Baba  A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352106031221.jpg'],Nawaasa,2012-11-07T04:00:17.128Z,more_500,452G.13,2012-11-05T08:59:28.012Z,no,Victoria Kojo,submitted_via_web,14,yes,upper_east,ea5156ce5f854ea7a6644758b08f92ed,grid_within_500_m,2012-11-05 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:28:12,high,borehole,"['10.81431382', '-1.17513286']",1352106031221.jpg,10.81431382 -1.17513286 224.5 5.0,355047040123269,builsa,community,local_autority,391758,yes,no,hand_pump,dirt,,,,,,
yes,community,Salifu Baba A ,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352209377028.jpg'],Fiisa,2012-11-07T03:59:13.966Z,more_500,XXX,2012-11-06T13:41:03.419Z,no,Ajuik Akpibasiak,submitted_via_web,14,yes,upper_east,25a36388dc01407fa54014db1fb81ee8,grid_further_500_m,2012-11-06 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:28:28,high,borehole,"['10.7584531', '-1.29469173']",1352209377028.jpg,10.7584531 -1.29469173 214.0 5.0,355047040123269,builsa,individual,individual,391760,yes,no,hand_pump,,,,,,,
yes,community,Salifu Baba  A,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352211650648.jpg'],Fiisa,2012-11-07T03:57:53.048Z,,None,2012-11-06T14:19:09.465Z,no,Afaabisa Akanzanifara,submitted_via_web,14,yes,upper_east,a2248d9aa71f4815a75349c566bf4f09,grid_further_500_m,2012-11-06 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:28:51,high,protected_well,"['10.76205031', '-1.30079763']",1352211650648.jpg,10.76205031 -1.30079763 213.39999389648438 5.0,355047040123269,builsa,community,international,391761,no,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352362549011.jpg'],Fiisa,2012-11-08T08:24:12.110Z,more_500,45113.376,2012-11-08T08:13:27.778Z,no,Ajuebogebiik Akanpeimuwen,submitted_via_web,14,yes,upper_east,2b0e067d2c00411eaf9fad7686659dcf,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:29:16,high,borehole,"['10.7557965', '-1.30144817']",1352362549011.jpg,10.7557965 -1.30144817 207.5 5.0,355047040123269,builsa,community,local_autority,391762,yes,no,hand_pump,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352363746711.jpg'],Fiisa,2012-11-08T08:43:35.462Z,50_to_500,None,2012-11-08T08:33:42.666Z,no,Ayombiisa Achumnimwani,submitted_via_web,14,yes,upper_east,ad2dfb13f0194cf49c7dca5a990f44f8,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:29:35,high,protected_well,"['10.75088514', '-1.30045149']",1352363746711.jpg,10.75088514 -1.30045149 214.3000030517578 5.0,355047040123269,builsa,community,international,391765,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352365121887.jpg'],Fiisa,2012-11-08T09:02:46.724Z,50_to_500,None,2012-11-08T08:56:22.121Z,no,Az,submitted_via_web,14,yes,upper_east,3abc0924fb8c4bdc816978d19b13f489,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:29:54,high,protected_well,"['10.74831209', '-1.29566526']",1352365121887.jpg,10.74831209 -1.29566526 195.8000030517578 5.0,355047040123269,builsa,community,local_autority,391767,yes,na_dn,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352391483874.jpg'],Kanwaasa,2012-11-08T16:34:06.805Z,more_500,XXX,2012-11-08T16:13:26.293Z,no,"Afetiblie  Alamonik and 
Ajuimaapo Apeim",submitted_via_web,14,yes,upper_east,ee2d4836303f4cf480cad2fe315e6ed4,grid_further_500_m,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:30:35,low,borehole,"['10.74339012', '-1.32170984']",1352391483874.jpg,10.74339012 -1.32170984 217.1999969482422 5.0,355047040123269,builsa,community,local_autority,391769,yes,na_dn,hand_pump,gravel,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352393993687.jpg'],Kanwaasa,2012-11-08T17:11:09.982Z,more_500,XXX,2012-11-08T16:57:33.233Z,no,David A Akanwondi,submitted_via_web,14,yes,upper_east,b6eb86d095ab487e840112aeefbfbb35,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:31:21,low,protected_well,"['10.74637611', '-1.32363896']",1352393993687.jpg,10.74637611 -1.32363896 226.60000610351563 5.0,355047040123269,builsa,community,international,391771,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352394961940.jpg'],Kanwaasa,2012-11-08T17:23:41.912Z,more_500,449-c43,2012-11-08T17:12:15.445Z,no,David A  Akanwondi,submitted_via_web,14,yes,upper_east,7ceedb5330dc403d9d2ea3a89ff0420b,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:31:47,low,borehole,"['10.74622029', '-1.32307363']",1352394961940.jpg,10.74622029 -1.32307363 230.8000030517578 5.0,355047040123269,builsa,community,local_autority,391773,yes,na_dn,hand_pump,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352396874844.jpg'],Kanwaasa,2012-11-08T17:52:51.415Z,more_500,None,2012-11-08T17:45:25.173Z,no,David  A  A,submitted_via_web,14,yes,upper_east,38c1c30baf3a4bbab2a3838bd5325360,na_dn,2012-11-08 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-25 06:31:57,high,protected_well,"['10.74363042', '-1.32530042']",1352396874844.jpg,10.74363042 -1.32530042 210.0 5.0,355047040123269,builsa,community,international,391774,yes,no,manual_power,dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1352469068562.jpg'],Kanwaasa,2012-11-09T13:55:10.287Z,more_500,None,2012-11-09T13:48:44.445Z,no,Akinkang Ayaribil,submitted_via_web,14,yes,upper_east,543311810bdd4cbfb5b1369c976a0f38,na_dn,2012-11-09 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-25 06:32:20,high,protected_well,"['10.74832617', '-1.32694381']",1352469068562.jpg,10.74832617 -1.32694381 207.5 5.0,355047040123269,builsa,community,local_autority,391776,yes,no,manual_power,,,,,,,
